RF,LR,NB,GBT,MLP
0.6755424344232807,0.6123547463134904,0.5051741864712324,0.8567406950159138,0.6047576172792665
0.6757350227912711,0.6128653126042584,0.5059976641219649,0.8521085549444799,0.6256522057439801
0.6754439952276377,0.6121242366356908,0.5046468643428006,0.8585050560222095,0.6284222764600624
0.6766913709345329,0.6127028618097441,0.5047891750687713,0.8546918289184405,0.6108149066882358
0.6757432737613415,0.6125323822260099,0.5048629244584286,0.8578833733641784,0.6265773357101186
