RandomForest,LogisticRegression,NaiveBayes,GradientBoosting,MultilayerPerceptron
0.6803205518262667,0.6135679200718008,0.5085988447877463,0.8639008011862409,0.603767803400293
0.7396293177645905,0.6513019347805652,0.5024076567136494,-1.0,-1.0
0.6308157035643658,0.4820331731777457,0.5104280439496768,0.8592510881873406,0.4545989259167445
