RF,LR,NB,GBT,MLP
0.6485298897855811,0.6058016327542379,0.4837116278199621,0.8326836146961912,0.5945837552412065
0.6489843074759949,0.6065233868455824,0.48468995679632443,0.8264156610840248,0.618110013049345
0.6486623867404865,0.6058931171401929,0.4834372933167247,0.834567492971308,0.6212347127409211
0.6498078307788698,0.6063587673115947,0.48350956638020515,0.8294404649466508,0.6051010174214725
0.6489959618616368,0.6061821056558496,0.4836971711981214,0.833979653770274,0.6187812610733051
